Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
31.0,4,127237.25,2,0,1,0.7516774682692006,0,0,False,True,False,False,True
36.0,1,117864.85,2,1,0,-1.2602014025774506,0,2,False,True,False,False,True
64.0,3,153469.26,3,0,0,0.8083002281285943,1,2,False,True,False,True,False
23.0,4,93911.3,2,1,0,-0.5396639850620991,0,1,False,True,False,False,True
46.0,2,76597.79,1,1,1,-0.7935734792399566,0,1,False,False,True,True,False
40.0,4,79927.36,2,1,1,-1.1575099629845325,0,1,True,False,False,True,False
27.0,4,0.0,2,1,1,0.6085018265392628,0,0,False,False,True,True,False
32.0,8,40172.91,1,1,1,0.6494635306373593,0,1,False,True,False,False,True
33.0,7,115195.58,1,1,1,-1.5456168100160155,0,0,True,False,False,False,True
43.0,9,116644.29,2,1,1,-0.6940670090276264,0,3,False,True,False,True,False
20.0,8,180293.84,2,1,1,-1.2265773351332456,0,1,False,True,False,False,True
30.0,7,139872.81,1,1,0,1.5425019224471028,0,1,False,True,False,True,False
24.0,3,34547.82,1,1,1,-1.5380931110539109,0,1,True,False,False,True,False
32.0,9,0.0,2,1,1,-0.12058384986341907,0,1,True,False,False,True,False
29.0,1,96462.25,2,0,1,-0.8886485364966792,0,4,False,True,False,False,True
40.0,7,130334.35,2,0,1,0.29319350955119033,0,2,False,False,True,True,False
39.0,3,119688.81,1,1,0,0.6425413172118051,0,1,False,True,False,False,True
38.0,1,0.0,2,0,0,-0.9639895123423166,0,2,True,False,False,False,True
52.0,1,0.0,3,1,1,0.06860256622748734,1,0,True,False,False,False,True
32.0,6,71187.24,1,1,1,0.18264328495137588,0,0,True,False,False,True,False
47.0,2,0.0,2,1,0,-1.1127315471079615,0,0,True,False,False,True,False
37.0,4,0.0,2,0,0,-1.5236232018451923,0,0,True,False,False,False,True
38.0,8,0.0,2,1,0,-0.08149928839818144,0,1,False,False,True,True,False
38.91,9,136422.41,1,1,1,0.8984474164577949,0,1,True,False,False,True,False
30.0,8,0.0,2,1,1,-0.9138577186894415,0,1,True,False,False,False,True
25.0,0,0.0,2,1,1,0.020587361748040812,0,1,True,False,False,True,False
34.0,6,0.0,1,1,1,0.698658926598901,0,0,True,False,False,True,False
41.0,6,153238.88,1,1,0,-1.537659777154783,0,0,True,False,False,False,True
35.0,7,0.0,2,1,0,0.8815188764305498,0,1,True,False,False,False,True
78.0,6,47536.4,1,1,1,0.33577882465095515,0,1,True,False,False,True,False
32.0,1,0.0,2,1,0,0.45382127412148476,0,2,True,False,False,True,False
36.0,8,142882.49,1,1,0,-0.17575445426871303,1,4,True,False,False,False,True
44.0,7,0.0,2,1,0,-1.2229501634631381,0,1,True,False,False,True,False
31.0,1,160566.11,2,0,0,-1.2696827552459686,0,1,True,False,False,True,False
65.0,2,131935.51,1,1,1,-0.06417532249348172,1,3,False,True,False,False,True
38.0,6,127678.8,2,0,0,-0.9506105890417555,0,0,True,False,False,False,True
38.91,4,105214.58,1,1,0,0.14970799582757432,1,2,False,True,False,True,False
46.0,9,139859.54,1,1,0,-1.0628670223968837,0,1,True,False,False,False,True
38.0,3,0.0,2,1,0,0.2847614091889877,0,1,True,False,False,True,False
34.0,5,112324.45,2,1,1,-1.4275814900358004,0,0,True,False,False,True,False
30.0,8,134497.27,1,0,0,-0.9883855848591874,0,1,False,True,False,False,True
35.0,1,120171.58,1,1,0,0.4373431092141197,0,2,False,False,True,True,False
23.0,1,106012.2,2,0,1,1.5880626694682067,0,1,True,False,False,False,True
25.0,5,0.0,1,0,1,-0.16048778104482453,0,2,True,False,False,False,True
34.0,8,0.0,2,0,1,0.7265521010601376,0,0,True,False,False,True,False
55.0,10,0.0,4,1,1,-0.881124489754559,1,3,True,False,False,True,False
51.0,3,0.0,1,1,0,1.2230798895474462,1,1,True,False,False,False,True
42.0,8,119839.69,1,0,1,-0.8533516471786339,1,4,False,True,False,False,True
34.0,1,0.0,2,0,1,-0.32891277355929777,0,1,False,False,True,False,True
38.0,8,92219.21,1,1,0,-0.01709808071543798,0,1,False,True,False,False,True
48.0,3,142055.41,2,0,1,-0.3643945079555024,0,0,False,True,False,False,True
49.0,7,29602.08,1,0,0,1.1035119030395775,1,3,True,False,False,True,False
38.91,7,0.0,2,1,1,-0.5620177194388185,0,3,True,False,False,True,False
34.0,1,0.0,2,1,1,0.4608393009412685,0,2,True,False,False,False,True
44.0,1,0.0,2,0,1,-0.18236592625055112,0,0,True,False,False,True,False
37.0,3,141803.77,1,0,1,1.379497255361889,0,3,True,False,False,False,True
24.0,10,0.0,2,1,1,0.9879719046695089,0,4,True,False,False,False,True
38.91,1,0.0,1,0,1,1.1893342729878758,0,0,True,False,False,False,True
47.0,0,126589.12,2,0,1,0.5675740309926627,1,2,True,False,False,True,False
33.0,2,108393.35,1,0,1,-1.061295404507511,0,2,True,False,False,False,True
43.0,2,115643.58,2,0,0,1.295760696055661,0,0,False,False,True,False,True
48.0,5,132876.23,1,1,0,-0.3622210567495637,0,0,False,False,True,False,True
24.0,3,110949.41,1,1,1,1.189848813520588,0,2,True,False,False,True,False
46.0,1,130666.2,1,1,1,1.0613451411882884,1,1,True,False,False,False,True
38.91,10,103821.47,2,0,1,-0.3862378751596939,0,0,True,False,False,False,True
32.0,3,0.0,1,1,1,-0.33503770129965904,0,0,True,False,False,True,False
39.0,7,0.0,1,0,1,0.33487807441119494,0,1,True,False,False,False,True
32.0,1,132187.73,2,1,1,1.3605348978048684,0,1,False,False,True,False,True
49.0,8,98649.55,1,1,0,0.33186282167809833,1,4,False,True,False,False,True
38.0,2,126444.08,2,1,1,-0.30304698269755204,0,0,False,True,False,False,True
30.0,8,154159.51,1,1,0,-1.0372389391756307,0,1,False,True,False,True,False
43.0,5,0.0,2,1,0,0.17026388141493495,0,3,True,False,False,True,False
48.0,8,129250.0,2,1,1,1.0059034422610278,0,0,False,True,False,False,True
45.0,3,0.0,1,1,0,-1.074873257976853,1,1,False,False,True,True,False
33.0,2,167733.51,2,1,1,-0.6063155033341737,0,1,True,False,False,True,False
31.0,2,56116.3,2,0,0,-1.702527501782234,0,1,False,True,False,True,False
30.0,3,141581.08,1,1,0,0.976545766155146,0,3,True,False,False,True,False
50.0,7,139675.07,2,1,0,-0.9476833246525427,0,0,False,True,False,False,True
27.0,8,66201.96,1,1,1,-0.3587719484473162,0,3,True,False,False,True,False
38.91,9,0.0,2,0,0,0.05133163677512851,1,2,True,False,False,False,True
34.0,3,133658.24,1,1,0,-0.5195904703560309,0,0,False,True,False,False,True
25.0,3,136202.78,1,1,0,1.3329237729360819,0,0,False,True,False,False,True
60.0,0,131778.08,1,0,0,-1.5543455667313129,1,1,True,False,False,True,False
74.0,5,0.0,2,0,0,0.8926744420929693,0,2,False,False,True,False,True
34.0,3,0.0,2,1,1,-1.6727505768678466,0,0,True,False,False,True,False
26.0,8,42712.87,2,1,1,-1.2385933085536445,0,4,False,True,False,True,False
28.0,4,0.0,2,1,0,1.349610953632673,0,3,True,False,False,True,False
57.0,4,0.0,2,1,0,0.6357342189713315,1,2,False,False,True,True,False
31.0,1,142631.54,2,1,1,1.318155816254207,0,2,False,True,False,False,True
33.0,2,141204.65,2,1,0,-0.4144282276440483,0,2,True,False,False,False,True
25.0,7,131402.21,1,0,0,1.6272322631471974,0,0,False,True,False,True,False
39.0,3,92636.96,2,1,1,0.44482890015455095,0,2,False,False,True,True,False
51.0,3,0.0,2,0,1,1.2869258664356813,1,0,True,False,False,True,False
31.0,5,102088.68,4,0,0,1.5263364117735383,1,0,False,True,False,True,False
39.0,9,0.0,2,0,1,0.013426397341947633,0,1,False,False,True,False,True
38.0,8,134887.53,1,1,1,-1.5525977982641646,0,4,True,False,False,True,False
48.0,4,0.0,2,1,1,1.2312040307060554,0,2,True,False,False,False,True
28.0,8,159900.38,1,0,0,-1.3457639808542814,0,2,False,False,True,False,True
50.0,2,102278.79,2,1,0,-0.17854608445193895,0,0,False,True,False,True,False
41.0,0,0.0,2,0,1,1.3071703150192944,0,0,True,False,False,True,False
43.0,0,0.0,1,0,1,-1.4673703060321246,0,3,True,False,False,True,False
58.0,6,0.0,2,0,1,1.2161030746594814,0,1,False,False,True,False,True
35.0,0,76989.97,1,1,1,-1.4406343695719699,0,1,False,True,False,False,True
23.0,10,0.0,2,1,1,-0.3539706714453823,0,2,True,False,False,True,False
38.91,3,0.0,2,1,0,-0.12828335162328391,0,3,True,False,False,False,True
39.0,5,114491.82,1,1,0,-0.006968813878320566,0,4,False,True,False,True,False
54.0,3,144768.94,1,1,0,-0.11744426577483416,1,3,False,True,False,False,True
31.0,7,145056.59,1,1,1,1.3181434700636623,0,0,True,False,False,False,True
50.0,3,117206.3,1,1,0,-0.9955213352141676,1,0,False,True,False,False,True
41.0,2,138014.4,2,1,0,0.6991769449317666,0,1,False,True,False,False,True
45.0,6,128352.59,3,1,1,0.7635571119235814,1,1,False,True,False,True,False
23.0,1,112568.31,1,1,1,0.23158445372169556,0,3,True,False,False,True,False
33.0,2,0.0,1,1,0,-0.06381171848743175,0,1,True,False,False,False,True
41.0,1,176958.46,2,0,1,0.4471765891481808,0,4,False,True,False,False,True
38.0,9,99167.54,1,1,0,-0.597648129791586,0,2,False,True,False,True,False
42.0,3,103210.27,1,1,0,-1.2013749346507827,0,2,False,False,True,True,False
48.0,10,104478.12,3,0,1,1.0113176815400182,1,2,False,True,False,True,False
61.0,8,125921.37,1,1,1,-0.09411639957511529,0,1,False,False,True,False,True
35.0,3,0.0,2,1,1,-1.4403747517905099,0,3,False,False,True,True,False
48.0,3,80697.44,1,0,0,0.02273820725298165,0,2,False,True,False,False,True
44.0,2,161887.81,2,1,0,-0.2646607635031401,0,2,True,False,False,True,False
24.0,7,109558.36,1,1,0,1.4506754783137779,0,4,True,False,False,False,True
38.0,1,124271.26,1,1,0,-0.4194409548953159,0,1,True,False,False,False,True
38.91,1,0.0,2,1,1,0.804920501939409,0,1,True,False,False,False,True
42.0,1,190569.23,1,0,1,0.4706256566832497,0,0,False,False,True,False,True
53.0,2,143923.96,1,1,0,-1.7053473021467036,1,0,False,False,True,False,True
48.0,2,96542.16,2,0,1,1.7005656788542192,0,3,True,False,False,False,True
33.0,5,0.0,2,1,0,0.659520285341276,0,2,True,False,False,False,True
45.0,0,139825.56,1,0,0,1.2327885164559962,1,3,False,False,True,False,True
24.0,6,111769.14,2,1,0,-0.7691323692110978,0,0,False,True,False,False,True
37.0,4,0.0,2,1,0,-1.6629230091940463,0,1,False,False,True,False,True
30.0,9,113672.18,2,0,0,0.035572333159494714,0,1,False,False,True,False,True
32.0,7,147256.86,1,1,0,0.22052226699339783,0,0,True,False,False,True,False
45.0,7,107023.03,1,1,0,-1.16830279409094,0,0,False,False,True,False,True
38.91,1,125529.55,1,1,1,1.0810861781996801,0,1,True,False,False,False,True
41.0,0,0.0,1,0,0,-0.21093570673165407,0,1,False,False,True,True,False
48.0,4,131834.8,1,1,0,1.1543985532157732,1,0,False,True,False,False,True
62.0,2,0.0,2,1,1,-1.2981127281609004,0,2,True,False,False,False,True
56.0,5,99529.7,1,0,1,0.9936043759081327,1,4,False,False,True,False,True
35.0,0,0.0,2,0,1,1.6904833623191742,0,4,False,False,True,False,True
27.0,10,107303.72,2,0,0,-0.9677757933694474,0,1,True,False,False,False,True
33.0,0,72783.42,1,0,0,1.407843934963144,0,1,True,False,False,False,True
44.0,8,0.0,1,0,1,1.0255881389099328,0,2,False,False,True,True,False
35.0,0,0.0,2,1,1,0.9632636995888602,0,1,True,False,False,True,False
22.0,10,115743.6,1,0,0,-0.9779259270074859,0,0,False,True,False,True,False
43.0,4,161256.53,1,1,1,0.6952353801277816,0,4,True,False,False,False,True
27.0,8,0.0,2,1,1,-0.8868543393974812,0,0,True,False,False,False,True
44.0,6,0.0,2,0,0,-0.7685394042849236,0,0,False,False,True,False,True
31.0,1,0.0,2,0,1,1.6097051937135325,0,0,True,False,False,False,True
40.0,3,162261.01,2,1,0,0.6423196074520185,0,1,False,True,False,True,False
39.0,3,74896.33,1,0,0,-1.141763179449451,0,3,True,False,False,False,True
54.0,3,0.0,1,1,0,0.1446578822246565,1,0,True,False,False,False,True
35.0,0,144037.6,1,1,0,0.7865928429104053,0,4,False,True,False,False,True
23.0,9,93522.2,1,0,1,-0.3245592633271288,0,0,True,False,False,True,False
38.0,1,0.0,2,1,0,-0.8440066242761337,0,4,False,False,True,False,True
18.0,10,0.0,2,0,1,-0.822414354243026,0,1,True,False,False,False,True
38.0,8,106922.92,2,0,1,-0.27509659842378986,0,1,False,True,False,False,True
26.0,8,112972.57,1,1,0,0.7811379133696182,0,0,True,False,False,False,True
35.0,1,123042.0,1,1,0,-0.5885272511089799,1,0,False,True,False,True,False
33.0,3,100488.92,2,0,1,-1.1066968682815836,0,1,False,True,False,True,False
44.0,4,123322.15,1,1,0,0.6441937939547473,0,3,True,False,False,True,False
32.0,0,0.0,1,0,1,0.2996658695268876,0,1,True,False,False,False,True
42.0,8,68683.68,1,1,1,-0.4509407820057545,0,1,False,False,True,False,True
49.0,6,59532.18,1,1,0,0.07239597674493276,0,0,False,True,False,False,True
43.0,7,140260.36,2,1,0,-1.6926717639271907,0,1,True,False,False,True,False
50.0,7,88302.65,1,1,1,1.666682167518562,0,1,False,True,False,False,True
19.0,1,0.0,2,0,1,-1.3561399976122908,0,1,True,False,False,True,False
40.0,5,114655.58,1,0,0,0.45986395188821555,0,0,False,True,False,False,True
42.0,4,148283.94,1,1,1,-0.9633090807422816,1,2,True,False,False,True,False
38.0,1,0.0,1,1,0,0.21479572126062163,1,1,False,False,True,True,False
35.0,3,0.0,2,0,1,-0.5870392743132989,0,2,True,False,False,True,False
53.0,1,123916.67,1,1,0,-1.4508088478110828,1,1,False,True,False,True,False
31.0,1,0.0,2,1,0,-1.391275517003213,0,2,True,False,False,True,False
54.0,4,0.0,2,1,1,-0.10902468549318414,1,1,True,False,False,True,False
43.0,2,165896.0,2,1,0,0.533934139557759,0,2,True,False,False,False,True
32.0,0,0.0,2,1,0,1.0440312609040334,0,1,True,False,False,True,False
36.0,6,111168.97,1,1,1,1.5629176526882766,0,3,True,False,False,False,True
40.0,1,103549.24,1,0,0,-1.571578240381983,1,2,True,False,False,True,False
32.0,6,0.0,2,0,0,1.6688531842643932,0,1,True,False,False,True,False
30.0,6,103804.97,1,1,1,0.4455112445446705,0,0,True,False,False,False,True
45.0,2,165901.59,2,1,0,-1.3395743660310648,1,1,True,False,False,False,True
38.91,8,119152.1,2,1,1,1.2274808717517105,0,0,False,True,False,False,True
57.0,8,122950.31,1,1,1,1.4114394586518548,0,0,False,False,True,True,False
51.0,1,0.0,1,1,1,-1.3433891650194543,1,3,True,False,False,True,False
49.0,1,133384.66,1,1,0,0.04011607906006094,1,3,False,True,False,False,True
32.0,9,0.0,2,1,0,0.2758020743235124,0,3,True,False,False,False,True
38.91,6,0.0,2,0,1,-1.4643924396506782,0,1,False,False,True,False,True
37.0,7,158411.95,4,1,1,0.3060523278387933,1,0,False,True,False,True,False
29.0,4,122028.65,2,1,1,1.2816133528111806,0,0,False,True,False,False,True
35.0,5,0.0,1,1,1,-0.33208539674934096,0,4,True,False,False,True,False
38.91,8,128751.65,2,1,0,1.5529758392794335,1,1,False,True,False,True,False
54.0,8,133436.52,1,1,0,-0.7529861603283855,0,1,True,False,False,False,True
40.0,2,123177.01,1,1,0,0.8384930979413424,0,0,False,False,True,False,True
59.0,2,0.0,1,1,0,1.3838665895847562,1,2,True,False,False,True,False
37.0,2,120328.88,2,1,1,0.6673893298586246,0,2,True,False,False,True,False
39.0,1,130147.98,1,1,0,1.1078214190998046,1,3,True,False,False,True,False
36.0,8,92716.96,1,1,1,-1.1545680918346746,0,3,False,False,True,True,False
48.0,7,0.0,2,1,0,-0.8963184769552391,0,0,False,False,True,True,False
34.0,3,0.0,1,0,1,0.40581998084265236,0,0,False,False,True,False,True
40.0,1,76914.21,1,1,0,1.2884067137410475,0,4,True,False,False,False,True
32.0,3,106045.92,2,1,1,-1.428545362348347,0,3,True,False,False,True,False
34.0,1,103133.26,1,1,1,-0.1744325424303625,0,3,True,False,False,False,True
38.0,0,145974.79,2,1,1,0.6538958130430056,0,3,True,False,False,False,True
36.0,3,0.0,3,1,0,-0.6094903870943168,0,2,False,False,True,True,False
49.0,1,0.0,2,0,1,1.0914736716981963,0,1,False,False,True,True,False
38.0,9,0.0,2,1,1,-1.1196634983739457,0,1,False,False,True,True,False
39.0,9,0.0,2,1,1,-1.4131028863266983,0,2,False,False,True,False,True
31.0,3,0.0,1,1,1,0.5216044685635132,1,1,False,False,True,True,False
31.0,1,139183.06,1,0,1,0.7524276297623133,0,0,False,False,True,True,False
19.0,5,0.0,2,1,0,1.0403957425135577,0,1,False,False,True,False,True
36.0,3,74974.89,1,1,1,-1.530068087199677,0,1,False,True,False,True,False
44.0,6,61691.45,1,1,1,-0.8173223331482583,0,0,False,False,True,False,True
35.0,1,121952.75,2,1,1,0.7433724815026088,0,1,False,True,False,True,False
35.0,7,0.0,1,1,1,-1.7373707120702537,0,4,True,False,False,True,False
35.0,5,0.0,2,1,1,0.09612465941234417,0,0,False,False,True,False,True
37.0,7,0.0,2,1,1,-1.3103653658817458,0,3,False,False,True,False,True
33.0,1,80107.83,2,0,1,-0.31029923935767495,0,0,True,False,False,True,False
45.0,2,0.0,2,0,1,1.349480883906932,0,2,False,False,True,True,False
40.0,1,147856.82,3,0,0,0.1368665665407389,1,1,False,True,False,False,True
36.0,8,0.0,2,1,0,-0.7804675632514463,0,2,False,False,True,False,True
53.0,7,65407.16,2,0,0,1.4353470741371643,1,4,False,False,True,True,False
53.0,8,114233.18,1,1,1,-0.8434221799603356,0,3,True,False,False,True,False
37.0,5,0.0,2,1,0,0.2662789880531522,0,2,True,False,False,True,False
53.0,7,187602.18,1,1,0,1.500718588062738,1,1,False,False,True,True,False
22.0,3,156834.34,1,0,0,-0.9688420868965147,0,0,True,False,False,True,False
34.0,2,0.0,2,1,1,-0.2792132704655043,0,0,True,False,False,True,False
42.0,1,157498.9,1,1,1,-0.30976104978391866,0,0,True,False,False,False,True
44.0,9,0.0,2,1,0,1.3465812680289395,0,3,False,False,True,True,False
41.0,2,0.0,1,1,1,-0.7518885665999365,1,2,True,False,False,False,True
34.0,8,0.0,1,0,0,-0.9062728104446349,0,1,False,False,True,False,True
35.0,2,0.0,2,1,0,0.0850696021743612,0,2,False,False,True,False,True
19.0,4,130274.22,1,1,1,0.5815760021907258,0,3,False,False,True,False,True
41.0,6,0.0,1,1,1,-1.2958086855591973,0,3,True,False,False,True,False
39.0,5,149379.66,2,1,0,-0.0698114454222666,0,2,True,False,False,True,False
29.0,9,0.0,1,1,1,-0.3209277444068294,0,0,True,False,False,False,True
35.0,1,100829.94,1,1,1,1.1288718478689947,0,2,False,False,True,False,True
32.0,1,96408.98,1,1,1,0.6625482320449332,0,3,False,True,False,True,False
41.0,6,0.0,2,1,1,-0.01658475741277923,0,1,True,False,False,False,True
52.0,1,0.0,1,0,0,-0.6347974693614006,1,0,True,False,False,False,True
39.0,6,0.0,2,1,0,1.05103711542328,0,2,True,False,False,False,True
71.0,5,149105.08,1,0,1,1.0884265970936948,0,4,True,False,False,False,True
39.0,3,0.0,1,1,0,0.6049276913214962,0,0,False,False,True,False,True
41.0,5,0.0,2,1,1,0.6005475759181526,0,4,False,False,True,False,True
34.0,2,0.0,2,1,0,1.3109687683469624,0,0,False,False,True,True,False
41.0,1,90218.11,1,1,0,1.2910887932194375,0,1,False,True,False,False,True
33.0,1,87347.7,1,1,0,1.2595595786977019,0,2,True,False,False,True,False
28.0,2,0.0,2,0,0,-1.2988611507539365,0,1,True,False,False,False,True
33.0,0,137811.75,1,1,1,1.4740073439836734,0,1,True,False,False,True,False
37.0,3,105563.0,1,1,0,1.4351957898304863,0,4,True,False,False,False,True
38.91,4,0.0,2,0,0,1.6070111158246128,0,1,True,False,False,False,True
26.0,7,0.0,2,1,0,0.21592600631051373,0,0,False,False,True,True,False
31.0,6,91125.75,1,1,0,1.3425296308500958,0,2,True,False,False,False,True
39.0,3,0.0,2,0,1,-1.523706495158869,0,0,False,False,True,False,True
39.0,8,0.0,2,1,0,-1.1123270789501076,0,1,False,False,True,False,True
77.0,6,135120.56,1,1,0,-1.0825278961147375,0,3,False,True,False,True,False
29.0,8,0.0,2,0,1,-1.136246171175924,0,1,True,False,False,False,True
28.0,7,0.0,2,1,1,0.5391922256098569,0,1,True,False,False,False,True
36.0,1,86837.95,1,1,1,0.0902543066432201,0,3,True,False,False,True,False
38.91,4,100446.57,1,0,1,0.8618609588428265,0,1,True,False,False,False,True
32.0,3,0.0,2,1,1,0.6834007739853882,0,0,True,False,False,True,False
33.0,3,0.0,2,1,0,0.5624727937274879,0,0,True,False,False,True,False
38.91,2,0.0,4,0,1,1.3844233853893342,1,3,True,False,False,True,False
32.0,6,114512.59,1,1,0,-1.4657811252519763,0,3,False,False,True,True,False
35.0,5,136364.46,1,0,0,0.7418925036472807,0,2,True,False,False,False,True
31.0,5,106260.67,1,1,1,-1.6956329368679004,0,1,True,False,False,False,True
24.0,10,146126.75,1,1,1,-0.19298643235935242,0,3,True,False,False,False,True
52.0,4,111284.53,1,0,1,-1.1677374776759866,1,1,False,False,True,False,True
42.0,9,121056.63,2,1,0,-1.0601666844676878,0,3,False,False,True,True,False
34.0,5,128270.56,1,1,0,1.5824404577400357,0,2,True,False,False,False,True
30.0,4,0.0,2,1,0,0.5053038453539848,0,1,False,False,True,False,True
35.0,7,0.0,2,1,0,-1.5106110125708192,0,1,True,False,False,False,True
79.0,7,0.0,1,1,1,1.052016116166494,0,1,True,False,False,True,False
32.0,10,191775.65,1,1,0,1.3836008856530277,0,3,True,False,False,False,True
35.0,2,0.0,1,1,0,-0.9695185190263733,1,3,False,False,True,True,False
34.0,4,85141.79,2,1,1,-1.2324083887606352,0,0,False,False,True,False,True
26.0,10,126392.18,1,0,1,-0.98141346500143,0,1,True,False,False,False,True
28.0,3,0.0,2,1,0,1.0357542704286777,0,4,True,False,False,False,True
40.0,9,129860.37,1,0,0,-1.4275900106461765,0,0,True,False,False,True,False
53.0,5,127642.44,1,1,0,0.7200995645453155,1,0,True,False,False,True,False
35.0,2,0.0,2,1,1,-0.10893269767912381,0,0,True,False,False,True,False
44.0,5,125584.17,2,1,1,-1.0127006246324812,1,1,False,True,False,True,False
56.0,7,50911.21,3,0,0,-0.042793111589646306,1,2,False,False,True,False,True
29.0,2,91955.61,1,1,0,-1.0959344679265188,0,1,True,False,False,False,True
36.0,2,84266.44,2,0,0,-1.0689983840675292,0,2,False,True,False,True,False
36.0,2,147149.59,1,1,1,-0.21342181217139367,0,1,True,False,False,True,False
36.0,7,0.0,2,1,0,1.4741807123213255,0,3,True,False,False,True,False
23.0,5,104822.45,1,0,1,1.0448395016597103,0,0,True,False,False,True,False
42.0,1,146766.72,2,0,1,1.1175364799386387,0,1,True,False,False,False,True
70.0,6,148745.92,2,1,1,-1.430626304070202,0,0,False,True,False,False,True
27.0,9,0.0,1,1,0,0.740604500360427,1,0,True,False,False,False,True
48.0,0,0.0,1,1,0,-0.26099411880129014,0,0,True,False,False,True,False
35.0,3,0.0,2,1,1,1.3278232312309382,0,2,False,False,True,False,True
41.0,6,135203.81,2,1,1,0.3804303008219228,0,2,True,False,False,True,False
23.0,2,93301.97,2,0,1,0.47118627806799596,0,2,False,True,False,False,True
33.0,5,96341.0,2,0,0,0.1429914942811002,0,0,False,True,False,False,True
44.0,8,165326.2,1,1,1,-0.745721905257733,0,3,True,False,False,False,True
27.0,0,0.0,2,0,1,1.0051124166161107,0,4,True,False,False,False,True
41.0,10,99786.2,1,1,0,-0.2288863722240172,0,3,True,False,False,True,False
22.0,4,114440.24,1,1,1,0.13324895882105364,0,3,False,False,True,True,False
36.0,4,141573.55,1,1,0,-0.31182129859486035,0,3,False,False,True,False,True
22.0,9,0.0,1,1,0,-1.2338252445431768,1,1,False,False,True,True,False
55.0,1,133676.65,1,0,1,-1.4431957693850328,0,1,False,False,True,True,False
33.0,10,147493.7,2,1,0,0.006212918153536321,0,0,True,False,False,True,False
54.0,9,0.0,1,1,0,-0.2890024084476084,1,2,True,False,False,False,True
29.0,4,0.0,2,1,0,0.3783250144989929,0,1,True,False,False,True,False
37.0,3,95022.57,1,1,1,0.5045827234921536,0,0,False,True,False,True,False
34.0,3,0.0,1,1,0,-0.7888313248406325,0,1,True,False,False,True,False
37.0,6,0.0,1,1,1,0.279119200109934,0,3,True,False,False,False,True
50.0,4,149713.61,3,1,1,0.430937349111362,1,1,True,False,False,False,True
38.91,1,107963.38,1,0,0,1.5015162215279465,1,1,False,True,False,True,False
40.0,3,0.0,2,1,0,0.5945450667431948,0,3,True,False,False,False,True
32.0,3,0.0,1,1,0,-0.15729689940397534,0,3,False,False,True,False,True
37.0,7,0.0,2,1,1,-0.4481056793206099,0,1,True,False,False,False,True
43.0,8,0.0,2,1,0,-1.571714917928016,0,2,True,False,False,False,True
33.0,9,102017.25,2,0,0,0.49576476120291874,0,0,True,False,False,True,False
27.0,8,0.0,2,0,0,-1.6279930277921966,0,1,False,False,True,True,False
44.0,7,0.0,2,0,0,-0.7336708060557836,0,2,True,False,False,False,True
29.0,8,96674.55,2,0,0,1.600317046089129,0,3,False,False,True,False,True
44.0,3,81811.71,1,1,0,1.1150399410984384,1,3,False,False,True,True,False
33.0,4,79281.61,1,1,0,0.3035688307491688,0,3,False,False,True,False,True
31.0,6,0.0,2,1,0,-1.2857599297956335,0,0,True,False,False,False,True
36.0,10,122314.39,1,1,0,-1.5808093653294555,0,1,False,True,False,True,False
43.0,8,140733.74,1,1,1,1.1563428173915953,0,1,False,True,False,False,True
49.0,2,116933.11,1,1,0,1.6513175942203517,1,2,False,True,False,False,True
41.0,5,165445.04,2,1,0,-0.24871365867921646,0,0,False,False,True,False,True
53.0,5,123805.03,1,1,0,0.04066018089407811,0,2,False,True,False,True,False
37.0,0,107548.94,1,1,0,-0.5027907828244733,0,1,True,False,False,False,True
49.0,9,111634.29,2,0,1,1.1537615941176569,0,0,True,False,False,False,True
41.0,8,109153.96,3,1,1,0.8478619437748941,1,2,False,True,False,True,False
34.0,4,0.0,2,1,0,0.6989761019729014,0,0,False,False,True,True,False
34.0,5,86055.17,2,1,1,0.07182109637955691,0,3,False,True,False,False,True
51.0,10,98438.23,1,0,0,-0.5096996067194367,1,2,False,True,False,True,False
29.0,5,0.0,2,1,0,-0.5950856866384768,0,3,False,False,True,False,True
32.0,8,144705.87,2,0,0,1.2414411093479316,0,1,True,False,False,True,False
31.0,7,0.0,2,1,1,0.7497123372924572,0,3,True,False,False,False,True
41.0,5,91612.91,1,1,1,-1.246137526536655,0,1,True,False,False,False,True
40.0,2,0.0,1,1,0,-0.3773920904692305,0,2,False,False,True,False,True
40.0,7,0.0,1,0,1,1.0604974274008694,0,0,True,False,False,True,False
32.0,9,192122.84,1,1,1,-0.7966386384052563,1,4,True,False,False,True,False
41.0,7,179904.0,1,1,1,0.6449703867290271,0,2,True,False,False,False,True
59.0,0,178058.06,2,0,1,-1.374192388759144,1,2,True,False,False,False,True
30.0,2,176166.56,2,1,1,0.9063246338055043,0,1,True,False,False,False,True
38.91,3,156864.2,2,0,0,-0.19474793813710736,0,2,True,False,False,False,True
44.0,7,0.0,2,1,1,1.572739829771839,0,3,True,False,False,True,False
30.0,3,0.0,2,1,0,-0.29561109818932335,0,1,False,False,True,False,True
33.0,3,0.0,2,0,1,0.7188011278580008,0,4,False,False,True,True,False
34.0,2,161588.89,1,1,1,-0.8473934799556334,0,0,True,False,False,False,True
